unicode_cp,unicode,kEH_AltSeq,kEH_Cat,kEH_Core,kEH_Desc,kEH_FVal,kEH_Func,kEH_HG,kEH_IFAO,kEH_JSesh,kEH_NoMirror,kEH_NoRotate,kEH_UniK
13FEC,U+13FEC,,O-16-049,C,"The capital of a column, in the form of the face of a human female, with hair in two curling sidelocks, with the ears of a bovid.",ḥr,"Logogram (face, sight)",O215,,O215,,,HJ O215
13FED,U+13FED,,O-16-050,,,,,O212,,O212,,,HJ O212
13FEE,U+13FEE,,O-18-002,C,"A rectangular door bolt, resembling the forepart of a lion, with a rope used for locking attached to the paw of the lion, with a plummet attached to the rope.",ḥkn,Classifier door bolt,O217,"317,7",O217,,,HJ O217
13FEF,U+13FEF,,O-18-004,C,"A lion, lying down, tail curled over the body towards the back (E23), on top of a shrine, facing its mirror, connected with a rope running from paw to paw.",kfꜣ/pḥ-ꜥḥꜥ,Classifier door bolt,O218,"317,9",O218,,,HJ O218
13FF0,U+13FF0,,O-18-005,C,"A door bolt, which curves upwards and backwards at the top.",ḳꜣn,Classifier door bolt,O219,,O219,,,HJ O219
13FF1,U+13FF1,,O-18-013,C,"A door bolt (O034), written over a circle of dots.",sn,Phonemogram,,,,,,O034C
13FF2,U+13FF2,,O-18-021,C,"A door bolt (O034), written over two human feet and lower legs (D58), arranged horizontally.",sbb,Phonemogram,O222,"318,7",O222,,,HJ O222
13FF3,U+13FF3,,O-19-010,C,"The corner of a wall, with battlements at the top, with the opening in the bottom right corner.",sbḫ.t,Classifier gateway,O14C,,O14C,,,HJ O014C
13FF4,U+13FF4,,O-20-006,C,"A stairway, with a rectangle in the bottom corner.",ḫt(.w),"Classifier dais, terrace, platform",,,,,,O225A
13FF5,U+13FF5,,O-21-001,C,"A fence, consisting of a base resembling a representation of two ribs, written parallel (Aa15), with four forward angled lines with a bulb on top of it, with a horizontal line through the bulbs, with a loop at the far end.",sšp,Phonemogram,O42A,"319,10",O42A,,,HJ O042A
13FF6,U+13FF6,,O-21-002,C,"A fence, consisting of a base resembling a representation of two ribs, written parallel (Aa15), with four forward angled lines with a bulb on written over it, starting at the bottom line.",šsp,Phonemogram,O42B,,O42B,,,HJ O042B
13FF7,U+13FF7,,O-21-004,C,"A fence, consisting of a base resembling a representation of two ribs, written parallel (Aa15), mirrored, with four forward angled lines with a bulb on written over it, starting at the bottom line.",šsp,Phonemogram,O42C,,O42C,,,HJ O042C
13FF8,U+13FF8,,O-21-005,,,,,O42D,,O42D,,,HJ O042D
13FF9,U+13FF9,,O-21-007,,,,,O42F,,O42F,,,HJ O042F
13FFA,U+13FFA,,O-21-010,C,"A fence, consisting of a base resembling a representation of two ribs, written parallel (Aa15), with four forward angled lines with a bulb on top of it, with a horizontal line through the bulbs, which angles downwards at both sides.",šsp,Phonemogram,O42J,"319,11",O42J,,,HJ O042J
13FFB,U+13FFB,,O-21-012,C,"A fence, consisting of a base resembling a representation of two ribs, written parallel (Aa15), with four forward angled lines with a bulb over it, starting at the bottom line, with a horizontal line through the bulbs, with a loop at the far end.",šsp,Phonemogram,O42I,"319,12",O42I,,,HJ O042I
13FFC,U+13FFC,,O-21-014,,,,,O42K,"320,1",O42K,,,HJ O042K
13FFD,U+13FFD,,O-21-020,C,"A fence, consisting of three forward angled lines with a bulb at the end, on top of a horizontal base.",ꜣḥ.t,"Logogram (field, arable land)",O43A,"320,7",O43A,,,HJ O043A
13FFE,U+13FFE,,O-21-021,C,"A fence, consisting of four forward angled lines with a bulb at the end, on top of a horizontal base.",šsp,Phonemogram,O43B,"320,8",O43B,,,HJ O043B
13FFF,U+13FFF,,O-22-001,C,"A heap of grain on a raised floor, without internal detail.",,,O51B,"320,12",O51B,,,HJ O051B
14000,U+14000,,O-22-005,C,"A granary on a raised floor, with upstanding edges, with a doorway.",šnw.wt,Classifier granary,,"320,15",,,,O051F
14001,U+14001,,O-22-008,,,,,O51C,"321,3",O51C,,,HJ O051C
14002,U+14002,,O-22-009,C,"A rounded heap of grain on a raised floor, with lines of dots (grain?) written inside it.",šnw.t,Logogram (granary),,"321,4",,,,O051D
14003,U+14003,,O-22-011,C,"A rounded heap of grain on a raised floor, without internal detail.",šnw.t,Logogram (granary),O51A,"321,5",O51A,,,HJ O051A
14004,U+14004,,O-22-014,,,,,O229,"321,8",O229,,,HJ O229
14005,U+14005,,O-22-015,C,"Two rounded heaps of grain on a raised floor, without internal detail, with a small bit of space between the heaps.",šnw.t,Logogram (granary),O229A,,O229A,,,HJ O229A
14006,U+14006,,O-23-004,C,"An ornamental chevaux de frise on top of walls, with a circle dividing the top and base, with the top spreading like a flower.",ẖkr,Logogram (ornament),AA50A,"480,14",Aa50A,,,HJ AA050A
14007,U+14007,,O-23-005,C,"An ornamental chevaux de frise on top of walls, with a circle dividing the top and base, with the top spreading like a flower, with a circle on top of the tip.",ẖkr,Logogram (ornament),AA50,"481,1",Aa50,,,HJ AA050
14008,U+14008,,O-24-008,C,"A tower of a fortress, with battlements on the top resembling a sand covered mountain over the edge of the cultivated areas (N26), with a forward, downward line coming from the front.",swn.w,Classifier tower,,,,,,O233B
14009,U+14009,,O-24-011,C,"A mastaba with two compartments under a single beam, with a doorway in both compartments.",sꞽꜥ,"Classifier to ascend, to mount up",O234,"322,3",O234,,,HJ O234
1400A,U+1400A,,O-24-012,C,"A cult emblem of Min, a standard consisting of a coil on top of a pole, with a triangular shape topping the coil.",ꞽꜣw.t,Logogram (the emblem of the cult of Min),O44C,,O44C,,,HJ O044C
1400B,U+1400B,,O-24-016,C,"The emblem erected outside the temple of Min, resembling the horns of a bovid (F13) on top of a stem of papyrus with a bud (M13).",ꞽꜣw.t,"Logogram (office, rank, function)",O44B,"322,6",O44B,,,HJ O044B
1400C,U+1400C,,O-24-021,C,"The emblem erected outside the temple of Min, resembling the horns of a bovid (F13) on top of a stem of papyrus with a bud (M13), with a sun disk (N5) between the horns, connected with a line to a cone with a spike on top.",ꞽꜣw.t,"Logogram (office, rank, function)",R131,,R131,,,HJ R131
1400D,U+1400D,,O-24-025,C,"A domed building, in the form of a quarter of a circle, with a smaller quarter circle inside the corner away from the reading direction, with an extended pole at the back, with multiple perpendicular lines on top of the curved line. ",ꞽp.t,"Classifier harim, inner chamber",,,,,,O045A
1400E,U+1400E,,O-24-026,C,"A domed building, in the form of a quarter of a circle, with a smaller quarter circle inside the corner away from the reading direction, with an extended pole at the back.",ꞽp.t,Phonemogram,,,,,,O045B
1400F,U+1400F,,O-24-027,C,"A bird trap, with two vertical poles at the back, with a line running from the front to the vertical poles, with multiple perpendicular lines on top of the curved line.",ꞽp.t,Phonemogram,,"426,10",,,,T026K
14010,U+14010,,O-24-030,C,"A plan of a prehistoric building at the town of Nekhen, written as an oval, with the angled lines touching the oval.",nḫn,Phonemogram,O47,"322,14",,,,O047X
14011,U+14011,,O-24-036,C,"A plan of a prehistoric building at the town of Nekhen, written as an oval, with multiple angled lines used as internal decoration.",nḫn,Logogram (Hierakonpolis),O237,"323,3",O237,,,HJ O237
14012,U+14012,,O-24-037,C,"A plan of a prehistoric building at the town of Nekhen, written as an oval, with four angled lines, touching the oval.",nḫn,Logogram (Hierakonpolis),,,,,,O237A
14013,U+14013,,O-24-039,,,,,O238,"323,5",O238,,,HJ O238
14014,U+14014,,O-24-047,C,"A rectangular stone slab or brick, on top of two stone slaps or bricks, arranged horizontally, with a bit of space between them.",sꜣw,Classifier part of a building,O231,,O231,,,HJ O231
14015,U+14015,,O-24-050,,,,,O48A,"323,15",O48A,,,HJ O048A
14016,U+14016,,O-24-053,,,,,O50,"324,1",,,,O050E
14017,U+14017,,O-24-064,C,"A plan of a crossroads in a village, with multiple lines, angled towards the back, coming from the top.",snsn.t,Classifier conflagration,O243,"324,9",O243,,,HJ O243
14018,U+14018,,O-24-068,C,"A wall of a fortress, represented by a rectangle with horizontal lines as internal decoration, with battlements resembling the hill country over the edge of the cultivated areas (N25), with a loop and tie at the back.",mn(n).w,Logogram (fortress),O338,,O338,,,HJ O338
14019,U+14019,,O-24-079,C,An aerial view of a platform with a stairway/walkway attached to the left side.,,Classifier stair,,,,,,O380
1401A,U+1401A,,P-01-001,C,"A boat/ship, resembling a crescent moon, on top of a rectangle representing water.",nmꞽ,Classifier movement,P13,"325,1",P13,,,HJ P013
1401B,U+1401B,,P-01-004,C,"A boat/ship, resembling a crescent moon, with a low cone shape inside the boat/ship: on top of a base of two blocks, on a longer horizontal line.",ḥnw,Classifier boat/ship/bark,P15A,,P15A,,,HJ P015A
1401C,U+1401C,,P-01-006,C,"A boat/ship with an upwards curved prow and a horizontal stern, with a low cone shape inside the boat/ship; on top of a base of two blocks, on a longer horizontal line.",wꞽꜣ,"Logogram (ship, boat, bark)",P16,"325,4",P16,,,HJ P016
1401D,U+1401D,,P-01-007,C,"A boat/ship, resembling a crescent moon with the ends bending horizontally, with a low cone shape inside the boat/ship. ",ḫns,Classifier movement,P22,,P22,,,HJ P022
1401E,U+1401E,,P-01-008,C,"A boat/ship, resembling a crescent moon, on top of a canal (N36), with a low cone shape inside the boat/ship.",ḫns,Classifier movement,P19,,P19,,,HJ P019
1401F,U+1401F,,P-01-011,C,"A boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a vertical rectangle inside the boat/ship.",ḏꜣ,Classifier movement,P17,"325,5",P17,,Y,HJ P017
14020,U+14020,,P-01-012,C,"An upside-down boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a vertical rectangle inside the boat/ship.",pnꜥ,"Classifier to upset, to overturn",,,,,,P017R
14021,U+14021,,P-01-018,C,"A boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a horizontal line extending front and back from the rectangle, with a carrying chair (Q2) inside the boat/ship, with an oar/rudder at the back.",ḫd,Classifier movement,P1B,,P1B,,,HJ P001B
14022,U+14022,,P-01-021,C,"A boat/ship, resembling a crescent moon, on top of a canal (N36), with a carrying chair (Q2) inside the boat/ship.",mẖn.t,Classifier boat/ship,,,,,,P001D
14023,U+14023,,P-01-023,C,"A boat/ship, resembling a crescent moon, with a carrying chair (Q2) inside the boat/ship, with an oar/rudder at the back.",ẖn,Classifier movement,P104A,,P104A,,,HJ P104A
14024,U+14024,,P-01-024,C,"A boat/ship, resembling a crescent moon, with a tall cone inside the boat/ship.",ꞽm,Phonemogram,P22A,,P22A,,,HJ P022A
14025,U+14025,,P-01-027,C,"An upside-down boat/ship, resembling a crescent moon, with an oar/rudder at the back.",ꜥḳw,Classifier (to capsize),P24,"326,1",P24,,,HJ P024
14026,U+14026,,P-01-028,C,"A boat/ship, resembling a crescent moon, on top of a rectangle representing water, with a carrying chair (Q2) inside the boat/ship.",ꞽm,Phonemogram,P20,,P20,,,HJ P020
14027,U+14027,,P-01-030,C,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with an oar/rudder at the back.",mnꞽ,Classifier mooring,P25,"326,3",P25,,,HJ P025
14028,U+14028,,P-01-031,C,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with an oar/rudder at the back.",ꞽm(w),Classifier boat/ship,P23,,P23,,,HJ P023
14029,U+14029,,P-01-032,C,"A boat/ship, resembling a crescent moon, on top of a canal (N36), with an oar/rudder at the back.",smꜣ(-tꜣ),Classifier death,P23A,,P23A,,,HJ P023A
1402A,U+1402A,,P-01-033,,,,,P26,"326,4",P26,,,HJ P026
1402B,U+1402B,,P-01-035,C,"A boat/ship with a vertical prow, and an inward curved stern, on top of a rectangle representing water, with a carrying chair (Q2) inside the boat/ship. ",wꞽꜣ,"Logogram (ship, boat, bark)",P30,"326,6",P30,,,HJ P030
1402C,U+1402C,,P-01-036,,,,,P30A,,P30A,,,HJ P030A
1402D,U+1402D,,P-01-038,C,"A boat/ship with a vertical prow, and a stern resembling the handle of a sickle (U1), on top of a rectangle representing water, with a carrying chair inside the boat/ship, with two oars/rudders at the back.",,,,,,,,P107A
1402E,U+1402E,,P-01-039,,,,,P27,"326,7",P27,,,HJ P027
1402F,U+1402F,,P-01-040,C,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water.",(m)skt.t,Classifier bark/boat,P27A,"326,8",P27A,,,HJ P027A
14030,U+14030,,P-01-041,C,A boat/ship with a prow and stern resembling the handle of a sickle (U1).,ꜥnḏ(.t),Classifier bark/boat,P106,,P106,,,HJ P106
14031,U+14031,,P-01-042,C,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with an oar/rudder at the back.",wꞽꜣ,"Logogram (ship, boat, bark)",P28,"326,9",P28,,,HJ P028
14032,U+14032,,P-01-043,C,"A boat/ship with an inward curved prow and stern, on top of a rectangle representing water, with an oar/rudder at the back.",nšm.t,Classifier bark/boat,P29,"326,10",P29,,,HJ P029
14033,U+14033,,P-01-045,C,"A boat/ship with a vertical prow and stern, on top of a rectangle representing water, with a rectangle inside the boat/ship.",(m)skt.t,Classifier bark/boat,P34,,P34,,,HJ P034
14034,U+14034,,P-01-050,C,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a low cone shape inside the boat/ship, with an oar/rudder at the back.",(m)sk.t,Classifier bark/boat,P4A,"326,14",P4A,,,HJ P004A
14035,U+14035,,P-01-051,C,"A boat/ship with a vertical prow and a stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with two throwing-sticks, or clubs used by foreign people (T14) inside the boat/ship.",mskt.t,Classifier bark/boat,P71,,P71,,,HJ P071
14036,U+14036,,P-01-052,C,"A boat/ship with a vertical prow with a forward, downward rope coming from it, with a vertical stern, on top of a rectangle resembling water, with a low cone shape inside the boat/ship.",ḥbꜣ,Classifier bark/boat,P71A,,P71A,,,HJ P071A
14037,U+14037,,P-01-060,C,"A papyrus float, seen from the side, with a cross-like structure on it.",ḥnk,Classifier papyrus float,P32,,P32,,,HJ P032
14038,U+14038,,P-01-062,C,"A boat/ship with a vertical prow and a simple stern, on top of a rectangle resembling water, with an oval with rounded corners in the boat/ship, with an oar/rudder at the back.",ḫnt.yt,Classifier movement,P3,,,,,P003D
14039,U+14039,,P-01-063,C,"A boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a vertical pole and an oval with rounded corners inside the boat/ship, with an oar/rudder at the back.",wꞽꜣ,"Logogram (ship, boat, bark)",,,P3,,,P003E
1403A,U+1403A,,P-01-064,C,"A sedge (M23), written inside a boat/ship with a prow and stern resembling the handle of a sickle (U1), on top of a rectangle resembling water.",wꞽꜣ-n(.y)-sw.t,Logogram (bark of the king/royal bark),P3A,,P3A,,,P003F
1403B,U+1403B,,P-01-067,,,,,P111,,P111,,,HJ P111
1403C,U+1403C,,P-01-068,,"A boat/ship with a vertical prow and a stern resembling the handle of a sickle (U1), on top of a rectangle resembling water, with a throwing-stick, or club used by foreign people (T14), two sceptres with a straight shaft, topped with the head of the Seth animal, facing backwards, and a rectangle, arranged horizontally, inside the boat/ship.",wꞽꜣ,"Logogram (ship, boat, bark)",P71B,,P71B,,,HJ P071B
1403D,U+1403D,,P-02-001,,,,,P2E,"326,15",P2E,,,HJ P002E
1403E,U+1403E,,P-02-004,,,,,P2C,"327,3",P2C,,,HJ P002C
1403F,U+1403F,,P-02-011,C,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with a sail, with a crossbar over the mast, with the mast supported by ropes on either side, with an oar/rudder at the back.",ḫntꞽ,Logogram (to go south (sailing upstream)),P2H,"327,9",P2h,,,HJ P002H
14040,U+14040,,P-02-012,C,"A boat/ship, resembling a crescent moon, on top of a rectangle of water, with a sail, with an oar/rudder at the back.",ḫnt(ꞽ),Classifier sailing upstream/going south,P2A,,P2A,,,HJ P002A
14041,U+14041,,P-02-014,C,"A boat/ship, resembling a crescent moon, with a sail, with a crossbar over the mast.",ḫntꞽ,Logogram (to go south (sailing upstream)),P2B,"327,11",P2B,,,HJ P002B
